,index,Image_ID,Question,Ground_Truth,Question_Type
3236,5234,8177.JPG,What is the condition of road?,non flooded,Condition_Road
3237,5235,8177.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3238,5236,8177.JPG,Is the entire road flooded?,No,Yes/No_Road
3239,5244,8182.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3240,5246,8184.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3241,5247,8185.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3242,5252,8190.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3243,5254,8192.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3244,5255,8193.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3245,5258,8196.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3246,5259,8197.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3247,5262,8200.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3248,5264,8202.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3249,5267,8205.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3250,5268,8206.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
3251,5269,8206.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3252,5270,8206.JPG,What is the condition of road?,"flooded,non flooded",Condition_Road
3253,5271,8207.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3254,5272,8208.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3255,5274,8210.JPG,Is the entire road flooded?,No,Yes/No_Road
3256,5275,8210.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3257,5276,8210.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3258,5280,8212.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3259,5281,8212.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3260,5282,8212.JPG,What is the condition of road?,non flooded,Condition_Road
3261,5289,8216.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3262,5290,8217.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3263,5294,8221.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3264,5295,8222.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3265,5296,8223.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3266,5297,8224.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3267,5298,8225.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3268,5299,8226.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3269,5300,8227.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3270,5301,8228.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3271,5302,8229.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3272,5303,8230.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3273,5304,8231.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3274,5305,8232.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3275,5306,8232.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3276,5307,8232.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3277,5311,8234.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3278,5312,8234.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3279,5313,8234.JPG,What is the condition of road?,non flooded,Condition_Road
3280,5314,8235.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3281,5315,8235.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3282,5316,8235.JPG,What is the condition of road?,non flooded,Condition_Road
3283,5317,8236.JPG,Is the entire road flooded?,No,Yes/No_Road
3284,5318,8236.JPG,What is the condition of road?,non flooded,Condition_Road
3285,5319,8236.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3286,5323,8240.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3287,5324,8241.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3288,5325,8242.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3289,5326,8243.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3290,5327,8244.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3291,5328,8245.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3292,5330,8247.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3293,5331,8248.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3294,5332,8249.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3295,5334,8251.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3296,5335,8252.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3297,5336,8253.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3298,5340,8255.JPG,What is the condition of road?,non flooded,Condition_Road
3299,5341,8255.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3300,5342,8255.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3301,5343,8256.JPG,Is the entire road flooded?,No,Yes/No_Road
3302,5344,8256.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3303,5345,8256.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3304,5355,8260.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3305,5356,8261.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3306,5359,8264.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3307,5360,8265.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3308,5362,8267.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3309,5364,8269.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3310,5366,8271.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3311,5367,8272.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3312,5369,8274.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3313,5370,8275.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3314,5371,8276.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3315,5372,8276.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3316,5373,8276.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3317,5374,8277.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3318,5375,8277.JPG,What is the condition of road?,non flooded,Condition_Road
3319,5376,8277.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3320,5377,8278.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3321,5378,8278.JPG,Is the entire road flooded?,No,Yes/No_Road
3322,5379,8278.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3323,5383,8280.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3324,5384,8280.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3325,5385,8280.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3326,5386,8281.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3327,5387,8282.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3328,5389,8284.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3329,5391,8286.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3330,5393,8288.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3331,5399,8294.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3332,5402,8297.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3333,5403,8298.JPG,Is the entire road flooded?,No,Yes/No_Road
3334,5404,8298.JPG,What is the condition of road?,non flooded,Condition_Road
3335,5405,8298.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3336,5406,8299.JPG,Is the entire road flooded?,No,Yes/No_Road
3337,5407,8299.JPG,What is the condition of road?,non flooded,Condition_Road
3338,5408,8299.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3339,5421,8304.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3340,5422,8305.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3341,5423,8306.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3342,5428,8311.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3343,5429,8312.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3344,5430,8313.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3345,5431,8315.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3346,5433,8317.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3347,5434,8318.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3348,5435,8319.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3349,5436,8320.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3350,5437,8320.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3351,5438,8320.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3352,5439,8321.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3353,5440,8321.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3354,5441,8321.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3355,5442,8322.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3356,5443,8322.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3357,5444,8322.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3358,5454,8326.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3359,5458,8330.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3360,5462,8334.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3361,5463,8335.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3362,5464,8336.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3363,5480,8342.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3364,5481,8342.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3365,5482,8342.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3366,5486,8344.JPG,Is the entire road flooded?,No,Yes/No_Road
3367,5487,8344.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3368,5488,8344.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3369,5489,8345.JPG,Is the entire road flooded?,No,Yes/No_Road
3370,5490,8345.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3371,5491,8345.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3372,5495,8347.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3373,5496,8347.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3374,5497,8347.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3375,5498,8347.JPG,How many buildings are in this image?,1,Simple_Counting
3376,5499,8347.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3377,5500,8348.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3378,5501,8348.JPG,How many buildings can be seen in the image?,1,Simple_Counting
3379,5502,8348.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3380,5508,8350.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3381,5509,8350.JPG,How many buildings can be seen in this image?,2,Simple_Counting
3382,5510,8350.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3383,5511,8350.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3384,5512,8350.JPG,What is the condition of road?,non flooded,Condition_Road
3385,5513,8351.JPG,How many buildings are non flooded?,2,Complex_Counting
3386,5514,8351.JPG,How many buildings can be seen in this image?,2,Simple_Counting
3387,5515,8351.JPG,Is the entire road flooded?,No,Yes/No_Road
3388,5516,8351.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3389,5517,8351.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3390,5518,8352.JPG,What is the condition of road?,non flooded,Condition_Road
3391,5519,8352.JPG,Is the entire road flooded?,No,Yes/No_Road
3392,5520,8352.JPG,How many buildings are in this image?,2,Simple_Counting
3393,5521,8352.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3394,5522,8352.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
3395,5528,8354.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3396,5529,8354.JPG,Is the entire road flooded?,No,Yes/No_Road
3397,5530,8354.JPG,How many buildings are in the image?,1,Simple_Counting
3398,5531,8354.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3399,5532,8354.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3400,5533,8355.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3401,5534,8355.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3402,5535,8355.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3403,5539,8357.JPG,Is the entire road flooded?,No,Yes/No_Road
3404,5540,8357.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3405,5541,8357.JPG,What is the condition of road?,non flooded,Condition_Road
3406,5545,8359.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3407,5546,8359.JPG,Is the entire road flooded?,No,Yes/No_Road
3408,5547,8359.JPG,How many buildings are in the image?,1,Simple_Counting
3409,5548,8359.JPG,What is the condition of road?,non flooded,Condition_Road
3410,5549,8359.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3411,5555,8361.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3412,5556,8361.JPG,Is the entire road flooded?,No,Yes/No_Road
3413,5557,8361.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3414,5568,8366.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3415,5569,8366.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3416,5570,8366.JPG,What is the condition of road?,non flooded,Condition_Road
3417,5574,8368.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3418,5575,8368.JPG,What is the condition of road?,non flooded,Condition_Road
3419,5576,8368.JPG,How many buildings can be seen in this image?,1,Simple_Counting
3420,5577,8368.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3421,5578,8368.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3422,5579,8369.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3423,5580,8369.JPG,How many buildings are non flooded?,1,Complex_Counting
3424,5581,8369.JPG,What is the condition of road?,non flooded,Condition_Road
3425,5582,8369.JPG,How many buildings can be seen in the image?,1,Simple_Counting
3426,5583,8369.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3427,5584,8370.JPG,How many buildings are non flooded?,1,Complex_Counting
3428,5585,8370.JPG,How many buildings are in this image?,1,Simple_Counting
3429,5586,8370.JPG,What is the condition of road?,non flooded,Condition_Road
3430,5587,8370.JPG,Is the entire road flooded?,No,Yes/No_Road
3431,5588,8370.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3432,5589,8371.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3433,5590,8371.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3434,5591,8371.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3435,5592,8371.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3436,5593,8371.JPG,How many buildings can be seen in this image?,1,Simple_Counting
3437,5604,8374.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3438,5605,8374.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3439,5606,8374.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3440,5607,8374.JPG,What is the condition of road?,non flooded,Condition_Road
3441,5608,8374.JPG,How many buildings are in this image?,1,Simple_Counting
3442,5609,8375.JPG,What is the condition of road?,non flooded,Condition_Road
3443,5610,8375.JPG,How many buildings are in this image?,1,Simple_Counting
3444,5611,8375.JPG,Is the entire road flooded?,No,Yes/No_Road
3445,5612,8375.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3446,5613,8375.JPG,How many buildings are non flooded?,1,Complex_Counting
3447,5629,8379.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
3448,5630,8380.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3449,5631,8381.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3450,5632,8382.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3451,5633,8385.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3452,5634,8386.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3453,5635,8387.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3454,5636,8388.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3455,5637,8389.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3456,5638,8390.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3457,5640,8392.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3458,5641,8393.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3459,5642,8394.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3460,5649,8398.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3461,5650,8398.JPG,What is the condition of road?,non flooded,Condition_Road
3462,5651,8398.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3463,5652,8398.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3464,5653,8398.JPG,How many buildings are in the image?,1,Simple_Counting
3465,5659,8400.JPG,How many buildings can be seen in this image?,2,Simple_Counting
3466,5660,8400.JPG,Is the entire road flooded?,No,Yes/No_Road
3467,5661,8400.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3468,5662,8400.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3469,5663,8400.JPG,What is the condition of road?,non flooded,Condition_Road
3470,5674,8403.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3471,5675,8403.JPG,How many buildings are non flooded in this image?,4,Complex_Counting
3472,5676,8403.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3473,5677,8403.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3474,5678,8403.JPG,How many buildings can be seen in the image?,4,Simple_Counting
3475,5679,8404.JPG,How many buildings are in this image?,3,Simple_Counting
3476,5680,8404.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3477,5681,8404.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3478,5682,8404.JPG,Is the entire road flooded?,No,Yes/No_Road
3479,5683,8404.JPG,How many buildings are non flooded?,3,Complex_Counting
3480,5684,8405.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3481,5685,8405.JPG,How many buildings can be seen in this image?,3,Simple_Counting
3482,5686,8405.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
3483,5687,8406.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3484,5688,8407.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3485,5689,8408.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
3486,5690,8409.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3487,5691,8410.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3488,5692,8411.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3489,5693,8412.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3490,5694,8413.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3491,5696,8415.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3492,5697,8416.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3493,5698,8417.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3494,5699,8418.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3495,5700,8419.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3496,5701,8420.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3497,5703,8422.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3498,5704,8423.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3499,5705,8424.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3500,5706,8425.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3501,5707,8425.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3502,5708,8425.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3503,5709,8426.JPG,Is the entire road flooded?,No,Yes/No_Road
3504,5710,8426.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3505,5711,8426.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3506,5712,8427.JPG,Is the entire road flooded?,No,Yes/No_Road
3507,5713,8427.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3508,5714,8427.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3509,5716,8429.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3510,5717,8430.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3511,5718,8431.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3512,5719,8432.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3513,5720,8432.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3514,5721,8432.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3515,5722,8433.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3516,5723,8433.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3517,5724,8433.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3518,5730,8436.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3519,5731,8436.JPG,How many buildings can be seen in the image?,1,Simple_Counting
3520,5732,8436.JPG,What is the condition of road?,non flooded,Condition_Road
3521,5733,8436.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3522,5734,8436.JPG,Is the entire road flooded?,No,Yes/No_Road
3523,5735,8437.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3524,5736,8437.JPG,What is the condition of road?,non flooded,Condition_Road
3525,5737,8437.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3526,5738,8437.JPG,How many buildings are in the image?,1,Simple_Counting
3527,5739,8437.JPG,Is the entire road flooded?,No,Yes/No_Road
3528,5740,8438.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3529,5741,8438.JPG,How many buildings are in the image?,1,Simple_Counting
3530,5742,8438.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3531,5743,8438.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3532,5744,8438.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3533,5760,8442.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3534,5761,8442.JPG,How many buildings can be seen in the image?,2,Simple_Counting
3535,5762,8442.JPG,What is the condition of road?,non flooded,Condition_Road
3536,5763,8442.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3537,5764,8442.JPG,Is the entire road flooded?,No,Yes/No_Road
3538,5765,8443.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3539,5766,8443.JPG,What is the condition of road?,non flooded,Condition_Road
3540,5767,8443.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3541,5768,8443.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3542,5769,8443.JPG,How many buildings are in the image?,1,Simple_Counting
3543,5775,8445.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3544,5776,8445.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3545,5777,8445.JPG,What is the condition of road?,non flooded,Condition_Road
3546,5778,8445.JPG,Is the entire road flooded?,No,Yes/No_Road
3547,5779,8445.JPG,How many buildings are in the image?,1,Simple_Counting
3548,5788,8463.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3549,5789,8463.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3550,5790,8463.JPG,What is the condition of road?,non flooded,Condition_Road
3551,5791,8464.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3552,5792,8464.JPG,Is the entire road flooded?,No,Yes/No_Road
3553,5793,8464.JPG,What is the condition of road?,non flooded,Condition_Road
3554,5794,8465.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3555,5795,8465.JPG,What is the condition of road?,non flooded,Condition_Road
3556,5796,8465.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3557,5803,8469.JPG,Is the entire road flooded?,No,Yes/No_Road
3558,5804,8469.JPG,What is the condition of road?,non flooded,Condition_Road
3559,5805,8469.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3560,5806,8470.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3561,5807,8470.JPG,What is the condition of road?,non flooded,Condition_Road
3562,5808,8470.JPG,Is the entire road flooded?,No,Yes/No_Road
3563,5810,8472.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3564,5811,8472.JPG,How many buildings are in this image?,2,Simple_Counting
3565,5812,8472.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3566,5813,8473.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3567,5814,8473.JPG,How many buildings are in the image?,3,Simple_Counting
3568,5815,8473.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
3569,5819,8475.JPG,How many buildings can be seen in the image?,3,Simple_Counting
3570,5820,8475.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
3571,5821,8475.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3572,5822,8477.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3573,5823,8477.JPG,Is the entire road flooded?,No,Yes/No_Road
3574,5824,8477.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3575,5828,8479.JPG,Is the entire road flooded?,No,Yes/No_Road
3576,5829,8479.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3577,5830,8479.JPG,What is the condition of road?,non flooded,Condition_Road
3578,5831,8480.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3579,5832,8480.JPG,Is the entire road flooded?,No,Yes/No_Road
3580,5833,8480.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3581,5834,8481.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3582,5835,8481.JPG,How many buildings are in the image?,2,Simple_Counting
3583,5836,8481.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3584,5837,8481.JPG,How many buildings are non flooded?,2,Complex_Counting
3585,5838,8481.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3586,5839,8482.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3587,5840,8482.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
3588,5841,8482.JPG,How many buildings can be seen in the image?,2,Simple_Counting
3589,5842,8482.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3590,5843,8482.JPG,Is the entire road flooded?,No,Yes/No_Road
3591,5844,8483.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
3592,5845,8483.JPG,Is the entire road flooded?,No,Yes/No_Road
3593,5846,8483.JPG,How many buildings are in the image?,3,Simple_Counting
3594,5847,8483.JPG,What is the condition of road?,non flooded,Condition_Road
3595,5848,8483.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3596,5849,8484.JPG,What is the condition of road?,non flooded,Condition_Road
3597,5850,8484.JPG,Is the entire road flooded?,No,Yes/No_Road
